anchor,response
"As much fun as 20 questions tends to be, he's blowing blood out of Every orifice, you think it just might be vascular? Vasculitis?","If I had said it might be vitas gerular, would you have said Vitas Gerulaitis? Test him for vasculitis, angio and blood."
"Even if we're right, he's gonna need a kidney transplant.",Test the daughter.
Test the daughter. She's 12.,Small kidney. It just means he won't pee as much. Great for road trips.
"I meant she's a minor and daddy has a conflict, so we're gonna need Cuddy's sign off.",So get it.
"Clamp. Becca, who's awake, looks around. Cuddy fidgets nervously. Suction. Entering the abdominal cavity. There's the head.",Got a minute? Cuddy and Becca both turn to see him leaning into the OR.
"Well, why is he here?",Better question is why is she here? You're an administrator. Administrate. I have a Patient's daughter needs a guardian ad litem.
in the background That's it.,Tests are inconclusive. But either way he's gonna need
"House, get out!",This doesn't need you. I do.
looking at the delivery Later.,Later's too late.
She's! yours now.,"Mazel Tov. Now it's time to say those magic words you'll be telling her for the rest of her life, Mommy's gotta go to work."
Have the risks of the transplant procedure been explained to you?,pacing by the window Damn it. I was hoping you weren't going to ask her that. Of course she knows. Can you just sign the paperwork?
Dr. House explained to you that all surgeries carry risk? You could die.,"And if you don't do it, daddy will die."
Stop pressuring her.,Sorry. Daddy's perfectly healthy. But we want you to give him a kidney anyway because it'd be cool if he had three.
"Okay, go ahead.",No.
I'm saying you can proceed.,"I'm saying I can't. He leans over to peer into SaMantha's eyes. WhatEver he has, she has too. She's sleepwalking."
"If we don't give him a new kidney, he's dead in a week. We have to transplant.","When your remote has a dead battery, you don't replace it with another dead battery. WhatEver's killing the dad's kidneys is gonna kill the kid's too."
"It narrows it down to any one of a dozen genetic disorders, each of which takes more than a week to run.",Call Foreman. Get to work.
Cuddy is positively aglow. What's your theory? She's only acting happy to make you miserable?,I need a genetic disease.
I'm sure you're carrying a few.,"Symptoms are kidney failure, bleeding, and insomnia."
"You paid off the pool? Technically, anyone who didn't enter is a winner.",It's not over yet. Everyone's happy until they unwrap that pretty present and find they got a wall clock in the shape of Africa.
"Adoption's a cheat, remember? There's no real pregnancy, so there's no stranded dopamine receptors, so there's no postpartum depression. Cuddy will be the happiest new mother you've Ever seen. House stares. I've just given you the answer, haven't I? And now you're going to walk out of here without saying a word.",leaving Nope!
And now you're going to walk out of here without saying a word. leaving Nope!,"Good news. I know what you have, and you're both gonna be fine."
What? Are you serious?,Yes and no.
So you do know what they have?,Yeah.
But they aren't gonna be fine?,No idea. They might be.
Why the hell would you say they were?,To make them happy.
For two seconds?,"Technically, to see if they can be happy. We should've seen a grin, a twinkle, a sigh of relief, something."
They're sick. They're tired.,"They're anhedonic, incapable of experiencing pleasure. Something's bushwhacked their dopamine receptors."
They're depressed. Mom's dead. Dad's dying. You should know that being bummed isn't necessarily a pathology.,Being bummed doesn't explain their lack of friends or their indifference to each other.
"But if you can't feel pleasure, what's with the cocaine?","Really? Is that why you do drugs? Because you're happy? Most people do 'em because they want to be happy. His subconscious craved it, needed it."
Most common cause of anhedonia is sParkzophrenia.,"Sure, in white folk."
"Sure, in white folk. They're! black?",They're liars. to Jerry What's your name?
to Jerry What's your name? Jerry Harmon.,Your real name. Hosarian? Herzog? H'ali-baba?
Hammoud. Jamal Hammoud. Changed it when we invaded Iraq the first time. How'd you know?,You and your daughter have Familial Mediterranean FEver.
You don't know if we'll get better?,Treatment tends to be hit and miss once you reach the sweating blood stage. Start them on colParkcine and melphalan. He starts to leave.
"His kidneys are fried. If he doesn't have FMF, the colParkcine will kill him.","Boy, sure hope I'm right. He leaves."
It's really not the greatest time for gloating.,quietly There's more than one baby in the sea. The world is full of teenage boys riding bareback.
No. I'm done. I can't go through that again.,You're quitting. Just like you quit IVF.
"Yeah, just like that.","There, you just did it again. She smiles, humorlessly. It's too bad. You would've made a great mother."
"You son of a bitch. When I was getting a baby, you told me I'd suck as a mother. Now that I've lost it, you tell me I'd be great as a mother. in his face. He looks a little taken aback. Why do you need to negate Everything?",whispers I don't know.
whispers I don't know.,whispers Good night.
35-year-old male crushing headache and three seizures in the last two days.,"So it's a bleed, clot, tumor, metabolic, or infection. Stick him in a CT."
Stick him in a CT. Can't.,I'm assuming he has a giant head.
holding up the file SEvere agoraphobe. The world scares the hell out of him. So we can only test him with whatEver we can take to him.,Fun.
Only of being shot. He and his girlfriend were mugged sEven years ago. That's when it started.,Anybody can hate huManity after getting shot. Takes a big Man to hate it beforehand.
I talked to him through his door when he had flu last year. I run the community outreach program now.,See? Perfectly reasonable explanation. She's definitely not here trying to work her way back on the team and steal your job or anything.
"He agreed to meet with us. But Even if I can get inside his House, his brain is a black box. House walks out into the hallway to talk to Cuddy We can pick this up in a minute.",taking a file from Cuddy What's this?
Take-out menus. But I'm hoping you'll come up with a better answer when Everyone asks what we're talking about. Last night,Forget it.
"I know this is awkward, but we need to talk.",There's a reason that we've evolved a feeling of awkwardness. It tells us not to talk about things.
I was emotional because of the adoption falling through. And you actually let your huMan side show for a moment. That is why we kissed. I just want to say thank you for not! taking advantage.,"You're welcome. Any time you want to stop kissing, I'm there for you."
