anchor,response
"There is no ulcerations on the skin. sighs The bleeding, it looks more like leptospirosis.",Without conjunctivitis and elevated creatinine?
"Yeah. You've lost Patients before, and you'll lose Patients again. Why!",Exactly! Why? Because love and happiness are! nothing but distractions. The only thing my relationship with Cuddy has done for me is make me a worse doctor.
"Dr. House. It's, uh, good to see you. Foreman glares at House",Would you get me a coffee?
You said you'd check him out!,He says he's healthy. What's to check out?
It's a point of principle.,Right. It's got nothing to do with what I did to you.
"None of her other blood panels showed any sign of sickle-cell, which means either something's changed drastically since yesterday, or this isn't her blood.","Of course it is! Metaphorically. Look, I couldn't do the tests. I tried, there wasn't enough blood left over. If you just let me do the biopsy!"
Sighs Good. Starts walking back to the clinic,"Hey, hey, hey. Why do you care? Specifically. Although I'm curious about a general answer too."
And unless his pancreas is in his fingers...,Spies can't get fungal infections?
Stuff. Me too.,What brings you to New Jersey? Is it work or vacation?
Yeah. I'm pretty sure.,Galen was pretty sure about the fumigation thing. sliding door open and closed Pink Floyd.
No. They gave me a shot of something.,That was Lidocaine. It triggered an underlying genetic condition called variegate porphyria.
Tell her your life sucked.,It didn't.
What's the largest organ? Skin.,We need to get a piece. House leaves them standing there.
You... spent all these months chasing me. Now I'm here and you start running? What the hell changed?,Nothing. Nothing changes. I'm not going to change.
Was it the blood dripping from my ear? Shows House his ear which is dripping blood.,That doesn't make sense. Because your shirt wasn't stained. And because that was me. House's ear starts bleeding.
There's no point in me humiliating you. Thanks.,"So I'm going to humiliate Cuddy, until she fires you."
"Well, if I thought that, I wouldn't be apologizing.",Your fist slipped?
"I was eighteen. Got pregnant, got married. I had the most beautiful little girl, Grace. She had infantile Alexander's disease.",I'm sorry.
And we're in. Start draining the amniotic fluid.,Have you nEver sucked beer out of the bottom of a keg? Where'd you go to college? Gimme that.
"How about, Were you vaccinated for polio? I think you gave me the form intended for FDR.",Looking at races. Will I like Teeny Tiny Moe in the fifth?
But you just said before that you didn't.,"No, I said I didn't remember what she said."
Right. I already accepted a position somewhere else.,With who?
"Yeah, getting dumped looks great in Who's Who. Vogler gave me the option of resigning, and I took it.",Big of him.
Normally I'd say it. Maybe this way it'll finally sink in.,She wants to die. You cannot trust anything she says.
5 cm grade 4 astrocytoma between the parietal--,"Nothing. Next, a speck on the superior temporal region."
"The test for hep C is 99.9% accurate. That means one in Every thousand test is a false positive. We do enough, maybe we get lucky. disgusted I smell like jail.","False false positive. That's the best we can do? Okay, go do it."
What are you hoping to find?,Something that doesn't belong in a baby's body.
Stop! What's going on?,"There's only one thing that you guys have got to do. Tell the truth, or your son will die. How long were you in Asia?"
How are you feeling? grinning Terrible.,Obviously. Where are your friends? Still casting lots for your clothes?
I'm a nutritionist. Smiles.,"Yes, I could tell from the cool toe-loop sandals."
"You've nEver done this before, have you?","No, I have not. But all the time I had my ankle monitor on, I was furious that I couldn't."
"Doctor House, reading to Lucy For in the old days, though she had young men's praise and old men's blame, among the poor, both old and young gave her praise. he snaps the book shut and she wakes up. What do you think?",You called Social Services. It was you.
Barging in. House! Why the hell did you let an unstable Patient wander the hallways?,His leash broke.
I'm perfectly capable of drawing my own conclusions. Are you capable of answering a question?,Admirable. Why?
Mm... photophobia! Symptom of meningitis! We need antibiotics.,I'll call down to the pharmacy.
They're African-American. It makes it nearly impossible to find a full match.,finishes writing Tell me about it. I can't Even find the one I've got working for me. Where is Foreman?
"No, it was nothing like that.","You Jewish? Wilson gives him a hey, now! kind of look."
Military history In suspiciously good shape for his age. Makes a living bullying kids. I'm thinking! steroids?,Fascinating.
You're gonna need more blood.,Patient's empty.
"To a busty lady waiting in the clinic Uh, excuse me, miss, what is your name? Mariel Wilkerson.","Huh. You don't look like a Mariel. You're up. She smiles, and they walk to the clinic room. House shuts the blinds"
"House, you made a brilliant deduction about her heart.",And if I was just lucky!
Screw the tests. Do an exploratory laparotomy and find out what's in there.,"He has no blood pressure, no immune system and no kidneys. Surgery will kill him."
"Wilson, don't get lost! I'm barely coherent. I need your help right now.",V-fib!
That was kind of you.,I didn't want him going postal on us.
May you what? Make me lose my job by showing you a Patient file? House drops his hand and looks down. But why don't you assume no recent meds?,How long can I assume that he's been smoking? Based on his yellow fingers.
Maybe it's worth attempting surgery to remove the fragments.,"Surgeons say inoperable, and the Patient's on blood thinners. Other than that, perfect plan. Pulls a gun out of a plastic bag"
What about him?,"Take out the dead bowel, it's all we can do. And biopsy it. If Foreman's right, it might save him. If Foreman's wrong, it might save both of them."
Your obsession gave me back the gun! He points the gun at House.,"calmer now It is pointless to give her those drugs. Even if they are screwing with you, this is your last diagnosis."
looking at Carnell's files He is not healthy. Nausea and diarrhoea were not his only symptoms!,The shocks have also decreased
"Yeah, and if Cuddy hadn't taken you off the case, you would have killed her. small pause You want to come over for Christmas dinner?",You're Jewish.
"Who needs to travel when you've got a giant fish tank loaded with tropical fish, tropical snails carrying tropical bacteria like sParkstosomiasis?","Well, break into his home, get me some escargots. Unless you wanna ask the Patient's permission as a tribute to the departed."
Damn. Thought I lost you when I walked backwards through my own footprints in the snow.,I think I've got it narrowed down to three possibilities.
She keeps saying Everything's fine.,Find a bar and talk to a stranger.
You want to do a colonoscopy on a healthy four-year-old?,"She has a tummy ache. If Kutner's right, it's not a tummy ache, it's a fatal brain or heart or lung or liver or pancreas ache."
"No one in mom's family's a match, and as far as she knows, dad has no living relatives. It's been years since he died.","reading the file If the kid's dad died young of melanoma, how come the overprotective mom nEver took him to a dermatologist?"
